TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster
561,387,68764.73327184314,191,0,4,97,287,83,0,78,2,70,1,19402597.51413073,114,4
562,220,163870.91688756982,108,1,8,375,108,80,0,20,3,67,1,35828900.70949435,56,2
563,480,2228.1637190645215,1214,1,22,53,330,3,0,24,3,86,1,2589096.9594191257,160,0
564,212,27617.542984560943,987,0,4,219,132,72,1,51,0,116,1,44019989.89004528,320,3
565,270,68906.07704061877,1822,1,11,191,189,37,0,43,1,37,1,28054826.109334737,80,1
566,476,57477.42373676082,1758,1,7,381,78,38,1,27,1,127,1,7951892.831045515,148,0
567,351,20635.160807044904,874,1,27,448,25,77,0,68,0,114,1,34379333.988162026,169,2
568,25,18593.752946585475,305,1,0,431,284,70,1,18,3,176,1,15159827.971577648,50,4
569,410,132530.96495661946,5,1,39,600,28,82,0,26,1,264,1,21669869.534009997,52,1
570,56,64968.64348186913,707,1,25,528,296,40,2,50,1,118,1,1706328.8560468357,111,0
571,167,8624.97885451009,1667,1,31,662,172,83,2,28,3,48,1,2368782.9802667857,330,0
572,257,14686.607338287751,1830,0,17,402,29,29,1,68,2,39,1,9286572.132415082,336,0
573,30,94566.02866348569,1640,0,18,24,184,95,1,54,2,45,1,15184527.022038763,35,4
574,129,47775.18360866234,1626,1,11,139,514,37,1,28,3,70,1,3178229.4126469786,230,0
575,173,32413.13513944833,101,1,39,428,407,32,1,18,3,100,1,1185554.9993071132,249,0
576,137,10506.870175922744,2135,0,30,403,263,75,2,30,0,48,1,37047568.14433386,223,2
577,54,11730.503374180327,196,0,15,118,387,61,1,59,1,56,1,11771754.142233834,209,4
578,271,4326.109087034196,439,1,17,121,211,2,0,43,1,138,1,21390231.304927513,9,1
579,441,10420.04471796057,520,1,35,543,429,78,1,36,0,84,1,6507560.602354085,54,0
580,141,15161.118562034502,748,1,20,387,92,8,1,53,2,131,1,15730116.251298282,108,4
581,137,24394.90505647662,463,1,36,100,587,16,0,33,0,53,1,38391165.47020273,65,2
582,420,23783.088457347825,1460,1,33,620,298,37,1,43,1,247,1,10166781.150496265,27,0
583,375,79387.72709368,1006,1,26,434,71,31,0,64,2,79,1,8435210.984888162,24,0
584,452,31795.260950229156,17,0,41,132,453,58,1,46,1,160,1,30458621.45209246,186,1
585,13,86462.9923192486,1260,0,28,603,237,64,1,49,1,163,1,32007837.403699603,67,2
586,69,89831.01240950215,689,1,40,382,173,11,0,18,3,137,1,3394549.6677844147,243,0
587,52,20790.6389526981,309,1,30,357,525,70,1,31,0,26,1,23437228.119674,284,1
588,179,13887.005446357052,1378,1,5,477,194,92,1,37,1,107,1,10730477.846891327,291,4
589,252,66127.66238582927,2078,1,10,180,480,24,2,56,1,179,1,31688378.256526753,260,2
590,5,32259.676190491937,375,1,34,26,348,86,0,33,0,100,1,20947780.96770341,264,4
591,418,11554.833261559188,1015,1,22,437,540,2,2,27,3,142,1,13762218.436458653,95,4
592,129,58452.69574131265,109,1,32,125,266,86,2,27,3,36,1,628721.3043745608,10,0
593,131,49848.89861627048,18,0,32,95,384,87,1,24,3,107,1,2921894.369321368,82,0
594,355,23332.80759396261,1996,0,12,256,275,24,1,41,1,21,1,1824085.5534571942,230,0
595,90,75613.84846737073,1182,0,24,88,401,52,2,61,0,79,1,32736633.875390455,13,2
596,47,102138.01627646577,1915,1,32,127,521,67,2,60,1,168,1,14763130.977436924,87,4
597,318,165847.71045373182,2139,1,18,272,82,92,1,47,0,181,1,34137771.846289605,251,2
598,490,1933.3610013324896,74,1,7,407,120,10,0,63,2,135,1,4294843.627998814,299,0
599,128,40120.40893111367,1091,0,14,623,201,6,2,53,2,30,1,19412795.081275586,17,4
600,32,129061.98503152617,1793,1,27,620,16,65,1,58,2,90,1,30826703.219796292,93,1
601,281,2973.2473001817502,784,1,39,561,201,0,0,26,3,65,1,1012351.453922828,7,0
602,228,87492.78263461389,482,1,37,256,236,47,0,49,1,240,1,8203109.703788918,233,0
603,134,130013.02667571646,293,1,14,260,465,33,1,50,0,94,1,32813600.304221388,135,2
604,99,16081.87225577288,1971,0,38,457,400,32,2,52,2,292,1,26646127.204620957,255,1
605,323,28455.50961373074,98,1,22,495,354,32,1,49,1,201,1,19620236.085933283,121,4
606,350,101201.10900915304,1272,1,38,98,562,45,1,31,1,296,1,34455835.12875822,162,2
607,307,2276.6244397875903,105,1,0,473,365,28,2,24,3,49,1,2063282.4801363219,154,0
608,237,24598.843922852884,355,1,33,23,93,86,0,23,3,85,1,36373326.71816701,16,2
609,121,117051.80307899136,1747,1,26,445,279,31,1,59,2,180,1,25111800.476525694,27,1
610,364,56966.56697247177,2236,1,31,308,69,47,2,41,0,168,1,20550890.103464875,18,4
611,325,8808.725753918405,903,1,34,67,486,41,2,21,3,102,1,1907255.8254180825,168,0
612,215,15797.16552152483,1012,1,14,655,71,29,0,67,0,259,1,43859581.77111652,103,3
613,431,4804.658704174544,512,1,39,47,43,59,0,62,2,45,1,15471105.800622879,119,4
614,282,115087.12469301012,1687,1,3,215,490,96,0,51,2,155,1,29024835.756721944,345,1
615,459,21634.663171958277,1288,1,28,511,175,73,1,51,1,207,1,23126454.352883082,216,1
616,426,70945.46570438141,1997,0,14,228,28,51,0,21,3,195,1,1154652.1057160536,134,0
617,490,37329.879096143406,1048,1,36,182,522,84,2,19,3,238,1,3534562.6524234707,281,0
618,25,56431.47984782117,599,1,40,139,555,26,1,29,0,123,1,25922991.739786185,215,1
619,272,95206.11401636963,1534,1,2,669,423,90,0,40,0,88,1,33056441.988739364,97,2
620,114,53083.65172453558,2010,1,30,115,288,41,0,53,2,84,1,19883201.486604027,166,4
621,361,73952.04958590871,406,1,41,226,553,2,1,22,3,94,1,3393541.5432758005,344,0
622,29,42868.53563545124,1546,1,24,627,261,69,1,57,2,136,1,27378684.75620934,38,1
623,109,4582.5470675271235,725,1,10,106,484,49,0,58,0,240,1,46499976.1812427,105,3
624,217,13081.345964335975,1526,1,8,80,188,92,0,18,3,199,1,31357946.061817802,332,1
625,290,65233.15824914923,1208,1,35,532,116,4,0,63,0,167,1,48963095.773930565,12,3
626,135,2688.5405659336993,2114,1,17,554,468,37,1,75,2,127,1,6714109.804561849,47,0
627,3,129984.75792196134,768,1,25,637,198,24,1,44,1,28,1,12192452.254483553,253,4
628,436,42737.287850159584,2105,1,19,526,122,10,0,27,3,146,1,4822751.904337976,1,0
629,198,63575.397761080785,161,0,6,279,470,16,1,55,2,173,1,7319294.701888448,265,0
630,456,20386.799613339164,1294,1,34,480,408,38,1,26,3,131,1,1621568.8492838982,3,0
631,384,23528.6696735517,1222,1,10,637,332,74,1,53,2,113,1,22994545.138332523,133,1
632,292,7029.813464042283,1397,1,25,114,119,13,2,23,3,72,1,1862704.4769411315,137,0
633,170,100918.42147160177,164,0,28,580,573,31,2,33,0,32,1,22738287.643046036,35,1
634,376,20194.975927143663,1478,1,37,412,410,46,1,27,3,91,1,3095795.847057774,108,0
635,172,620.883148415941,1781,1,42,161,385,13,0,65,2,147,1,28263391.560559735,205,1
636,33,16178.793697219024,994,0,17,116,143,74,2,59,1,95,1,21814961.9152117,125,1
637,216,39474.26598813936,130,0,39,296,176,58,1,39,1,10,1,11592385.52773916,154,4
638,410,6044.445476006469,1842,1,18,366,576,15,0,53,1,185,1,10524355.158898747,134,4
639,461,21551.876107389697,997,1,7,2,460,25,2,24,3,88,1,5563994.8363082865,231,0
640,459,149126.74260757503,490,1,24,40,570,5,2,30,0,34,1,28451910.843671087,103,1
641,100,48271.90599607384,214,1,30,265,96,43,0,18,3,210,1,1849327.4401921781,237,0
642,117,82951.60926352264,1229,1,18,592,287,23,1,65,0,89,1,45363548.44189458,233,3
643,412,15494.286017005626,1398,0,14,573,462,8,2,21,3,157,1,4015709.461170636,48,0
644,232,14932.949335296702,703,1,31,395,18,66,0,64,0,15,1,46699856.25208577,56,3
645,274,8140.371647279362,1470,1,8,235,283,51,2,26,3,143,1,2015706.7581335178,124,0
646,41,147519.46203692644,1924,1,20,425,587,92,0,68,0,90,1,35396686.71343466,113,2
647,11,28005.228750345526,1233,1,13,156,427,39,0,34,1,50,1,17341176.76410711,41,4
648,239,102154.16985004011,609,1,11,8,367,59,2,29,1,61,1,24101388.300754685,134,1
649,389,75250.39306194769,888,0,25,635,392,96,1,24,3,58,1,4607749.965865653,46,0
650,248,87139.42321267482,307,1,5,94,346,6,2,36,0,205,1,1381208.7020179043,267,0
651,388,46749.43168669064,792,1,19,263,445,14,1,35,1,56,1,3073927.3000247,131,0
652,451,24818.9363628035,1492,1,6,648,520,14,0,52,2,140,1,22799938.334149912,299,1
653,44,20207.091107324435,24,1,11,57,353,59,2,20,3,179,1,2072549.470811682,35,0
654,10,23978.950536936914,813,1,14,86,413,45,0,24,3,35,1,3486793.060322855,289,0
655,43,49640.92135650063,324,1,40,168,502,71,1,30,0,103,1,35520414.6098576,30,2
656,178,65247.29262602679,2068,1,26,82,434,91,0,45,1,12,1,17037498.642896067,88,4
657,283,57433.001409431345,207,1,12,669,130,60,2,40,1,98,1,7793927.475349168,75,0
658,13,70238.74686050326,2228,1,42,76,428,61,2,30,1,60,1,24653607.88735934,35,1
659,151,77299.87770919429,156,1,19,644,248,96,2,64,2,164,1,23304892.39090826,322,1
660,162,78719.37298704096,316,1,28,275,420,64,0,76,2,43,1,30624380.385720808,112,1
661,157,6143.386114149417,1121,1,35,414,430,67,0,24,3,151,1,6400621.856401577,160,0
662,354,9683.037923630509,1261,1,7,450,284,77,1,67,2,150,1,11018607.58625793,177,4
663,321,70640.5670031654,957,1,38,215,93,97,2,57,2,128,1,12703455.058293601,298,4
664,108,64689.99433771146,70,1,40,426,509,87,2,73,2,81,1,25214280.21022855,146,1
665,108,15175.252938912068,1860,1,18,324,478,11,0,26,3,76,1,1416182.8676629977,59,0
666,252,78917.25426332685,281,1,23,619,154,99,2,27,1,99,1,37803894.16991386,152,2
667,143,44183.03268506459,476,1,6,168,344,24,0,19,3,45,1,5451046.117323638,225,0
668,449,40594.92015486042,85,1,9,317,440,81,0,21,3,150,1,2744270.5857069925,171,0
669,277,11621.46675255341,228,1,5,258,198,32,0,44,0,75,1,19763312.218117747,73,4
670,43,50511.19513281914,996,0,37,436,410,67,1,65,2,29,1,11869154.479374046,189,4
671,384,29032.999869014024,1005,1,35,621,108,47,0,33,1,145,1,30420351.494784582,23,1
672,152,67640.04071172849,2038,1,36,426,448,56,0,60,2,98,1,26413870.82744346,87,1
673,187,67399.75630480993,1158,1,35,159,196,59,2,55,2,143,1,5654764.816103363,162,0
674,154,48059.89034291039,1818,1,28,265,254,12,1,22,3,15,1,3160083.171491878,55,0
675,4,84605.33135819748,1050,0,30,604,448,65,1,27,3,130,1,5894194.386899862,174,0
676,124,64710.1863046794,1300,1,35,168,333,51,0,50,0,150,1,39825183.80969062,354,2
677,198,77800.63848999939,858,1,11,476,293,3,1,42,1,172,1,2613796.0098802377,318,0
678,163,165942.61269848119,399,0,14,596,439,83,1,61,0,158,1,23365690.053581767,65,1
679,414,96108.69493983683,2180,0,16,45,15,72,2,56,1,50,1,8374839.83642984,133,0
680,324,109829.13649455676,1487,0,16,550,397,99,1,43,0,92,1,23315283.828150928,150,1
681,35,16356.483006536955,2174,1,13,458,256,69,0,73,2,76,1,24714172.905915473,25,1
682,288,9580.05889209398,441,1,36,567,531,42,1,57,1,52,1,9968335.718376998,61,0
683,475,66432.56108704528,1982,1,37,496,563,53,0,61,0,54,1,41049279.60726883,175,2
684,229,90257.06291252583,1124,1,19,297,320,51,0,52,0,161,1,2789054.578301318,341,0
685,230,11528.583704500857,1379,1,14,443,224,25,2,72,2,150,1,14311374.875517895,309,4
686,319,32229.388240040014,230,1,34,120,252,12,1,28,3,16,1,5868370.889871447,220,0
687,28,20675.5447409808,2032,0,10,503,531,32,2,64,0,75,1,55798800.326665714,201,3
688,139,12756.255296152027,848,1,31,466,6,55,0,74,2,95,1,27203891.476023,263,1
689,59,5737.52757809368,985,1,38,674,377,49,0,79,2,102,1,13655938.848838702,26,4
690,90,35324.81677622628,1513,1,15,125,180,73,2,80,2,64,1,19056423.067479536,328,4
691,348,35803.366393366625,1326,1,38,544,553,90,1,38,1,105,1,35504090.74762192,247,2
692,352,18092.992165780393,1903,1,13,110,38,64,2,46,1,174,1,9960464.592405876,198,0
693,76,114917.51217047936,1019,1,8,345,336,41,2,53,2,14,1,14659643.11922545,348,4
694,12,28130.4189455468,2111,0,31,221,298,0,2,68,2,104,1,16203547.030152572,41,4
695,29,92506.4480327551,1624,0,41,564,340,5,1,28,1,193,1,28251061.422338963,186,1
696,72,20721.986265007075,686,1,1,190,40,35,2,66,2,146,1,25326841.189017575,358,1
697,393,60942.36526846051,709,1,12,84,194,5,2,44,0,51,1,30619300.989158157,332,1
698,318,53941.81032067332,913,1,4,558,22,84,2,54,1,132,1,26298944.633461144,14,1
699,105,70014.61602715906,144,1,36,53,341,49,2,29,1,50,1,8115790.6117348755,285,0
700,208,83337.27583261041,69,1,20,473,456,22,0,41,0,88,1,43076811.8641951,170,2
701,292,22698.779831169082,1404,1,32,383,342,75,1,35,0,111,1,35244343.59057484,348,2
702,100,64124.61926260895,1443,1,7,575,350,87,0,53,1,86,1,18119138.69260281,97,4
703,193,52869.61687467534,2164,1,13,542,403,4,1,37,1,142,1,29220295.589334924,146,1
704,337,18892.594057711085,518,1,9,574,382,91,0,29,1,144,1,24638796.211886585,92,1
705,26,53158.36200231698,1516,1,28,390,431,28,1,63,0,118,1,52689395.37591533,240,3
706,334,13267.112060441083,1383,1,10,75,231,61,0,74,2,230,1,5244419.367076749,128,0
707,419,35769.040049521114,914,1,16,420,438,43,0,57,2,89,1,14460228.336617127,48,4
708,159,40520.20987707902,1349,1,11,562,545,40,2,57,0,142,1,23531022.472994927,59,1
709,411,10555.330896645813,140,1,9,112,185,16,1,63,2,133,1,16647548.328159165,348,4
710,205,88252.00059260869,2220,1,17,452,133,74,0,56,2,134,1,14746303.052946936,175,4
711,299,15332.75028126205,169,0,17,544,566,8,1,64,2,162,1,24639106.404043082,123,1
712,164,37152.189786825475,1809,0,21,478,402,12,2,23,3,14,1,4859044.386648183,31,0
713,274,127121.53700590647,123,1,2,397,283,4,2,44,0,108,1,46028755.52150345,69,3
714,112,54436.51351138802,323,1,35,218,537,20,2,29,0,177,1,36489261.036657944,321,2
715,405,73392.73210089657,770,1,17,72,504,50,0,80,2,47,1,23283450.35809037,72,1
716,374,113348.59633706989,1361,0,22,472,573,58,2,50,1,92,1,3176174.389610184,267,0
717,199,26969.380844889853,452,1,7,198,422,93,1,28,3,160,1,1244530.2830611984,222,0
718,51,5244.843584075777,1853,0,26,431,362,1,2,40,1,17,1,1859408.685278348,57,0
719,416,16445.327661195923,818,0,27,580,265,15,1,53,0,58,1,31074003.916563917,349,1
720,81,1989.8985088427412,1948,1,23,103,346,59,0,68,2,198,1,16294937.394260647,311,4
721,123,36368.74146846913,467,1,29,40,401,34,0,18,3,19,1,34401124.987155974,43,2
722,223,23508.47770658375,2097,1,37,181,518,62,1,27,1,108,1,3518820.4004812217,164,0
723,287,32879.56957640791,2183,1,38,600,397,76,2,46,0,276,1,36012107.95192568,118,2
724,314,109835.19408464714,2089,0,26,615,542,44,1,70,2,63,1,8628770.890542595,124,0
725,425,64346.73089925636,710,0,34,59,61,82,2,67,0,16,1,56767491.657387815,95,3
726,359,56980.70134934933,313,1,15,357,28,95,1,45,1,29,1,37746159.65478577,61,2
727,48,5127.730175661687,225,1,36,97,244,60,0,29,1,28,1,10692014.019485638,63,4
728,127,118739.85151751172,1366,1,23,494,247,13,0,36,0,86,1,25809810.376684163,354,1
729,360,75440.19755144638,1017,1,36,349,337,87,0,55,2,143,1,12544132.611912578,11,4
730,446,12998.558899767388,1226,1,14,621,45,38,0,20,3,148,1,6505854.545493348,55,0
731,334,77717.8514254308,1848,1,7,131,24,63,2,54,1,285,1,32463277.037477043,220,2
732,383,50151.778120789684,844,0,6,80,467,95,1,65,2,149,1,10131496.792694677,80,0
733,185,10092.93485307983,1337,0,18,70,39,5,1,18,3,136,1,2145677.2717059674,228,0
734,37,1081.259995285125,1771,0,29,208,196,18,1,60,2,119,1,23336842.1830275,205,1
735,314,12558.374019866149,1270,1,28,625,450,36,1,34,1,58,1,28238265.99588344,88,1
736,75,82664.88333257778,2133,1,23,353,260,37,1,26,1,241,1,26555512.32090413,126,1
737,129,106170.35207996478,593,1,12,569,431,1,1,58,0,76,1,50479974.19322285,203,3
738,177,22244.460574390276,1707,1,25,234,448,69,0,26,3,247,1,29464300.494439762,17,1
739,244,14383.727833768547,2148,1,26,4,275,72,1,63,2,49,1,28427677.081444718,92,1
740,448,25450.944928900244,1601,1,21,614,231,50,2,52,2,79,1,26029387.649464823,304,1
741,74,65673.34312905047,1112,1,41,616,11,42,0,54,2,30,1,8721750.989452718,104,0
742,380,8257.48505569345,673,1,2,518,354,88,2,70,2,163,1,13671719.87480051,81,4
743,438,32086.02527456759,2045,0,29,74,324,18,1,58,1,46,1,32313880.740103938,276,2
744,302,16653.30492096578,1883,0,39,222,305,50,2,22,3,68,1,7040587.049275456,263,0
745,391,39379.363743390015,654,1,18,510,169,41,1,37,1,176,1,15075688.349127706,345,4
746,76,3621.4094398528473,2037,1,29,634,315,21,2,79,2,165,1,29438981.059665654,101,1
747,342,95963.31277766763,1330,1,38,617,366,30,0,57,2,214,1,5760385.245390759,262,0
748,6,129017.5627041967,1203,1,9,539,241,27,1,79,2,152,1,16301528.977586217,148,4
749,8,31256.135432184976,727,0,32,261,313,0,1,66,2,174,1,18667519.65127081,200,4
750,63,37921.50372830425,1807,1,40,532,239,85,1,18,3,139,1,37680592.78770611,253,2
751,356,130295.71421326774,746,1,1,360,470,17,2,24,3,55,1,7684778.610281615,55,0
752,438,46010.40569566378,2209,1,2,618,173,0,1,41,0,168,1,39617626.48297424,82,2
753,104,61828.79261835338,1720,1,31,584,293,2,0,22,3,222,1,3668604.4380499464,27,0
754,236,47310.76836839956,96,0,26,453,408,10,1,42,0,37,1,28966209.43914392,315,1
755,90,160391.84097899258,761,1,22,497,219,34,2,68,0,76,1,51920273.92387981,202,3
756,170,45511.66411155549,1594,1,15,258,437,16,0,52,0,93,1,32867922.70562801,71,2
757,357,43621.69600335566,491,0,40,222,315,8,0,23,3,63,1,3850299.4937183494,321,0
758,182,33249.08257192134,1512,0,3,148,411,36,1,63,2,111,1,26967796.47090885,308,1
759,364,39615.609756915,2042,1,17,424,219,96,1,34,1,91,1,5317275.749834096,87,0
760,406,46180.018218194535,451,1,34,221,92,54,2,34,0,277,1,44615985.34473564,311,3
761,66,52722.21551580932,1032,1,28,530,110,82,2,26,3,100,1,3550149.808287468,66,0
762,316,12259.532908740532,577,0,9,255,553,85,2,36,0,55,1,38608067.3356336,354,2
763,297,10466.486241986848,855,1,8,302,562,44,2,64,2,143,1,18356125.500166897,358,4
764,293,23048.10085971456,1990,0,35,257,118,90,2,73,2,31,1,14769645.012723371,56,4
765,322,2627.9646650298623,349,1,31,285,581,71,0,21,3,131,1,1246856.724234931,90,0
766,52,66703.13344441575,1922,1,34,153,478,17,1,55,0,14,1,46665463.69673411,157,3
767,397,31387.383217476632,1868,1,23,127,354,48,0,61,2,82,1,23694299.869371295,130,1
768,391,47379.42105609058,124,1,6,321,406,36,2,20,3,297,1,6565217.569443055,91,0
769,377,28875.50252666404,1931,1,6,45,240,87,0,18,3,116,1,6587667.726769561,131,0
770,444,42450.56191921474,1696,1,11,355,223,11,1,55,1,126,1,32418260.400765345,274,2
771,154,52972.59590621187,795,1,35,212,244,39,0,42,1,162,1,23657580.872845903,150,1
772,412,20800.73493618207,1084,1,13,204,175,86,0,45,0,105,1,53792555.00647909,299,3
773,258,20174.78396017572,1570,1,13,267,526,69,0,32,0,117,1,39148383.29823266,79,2
774,8,17887.034102707334,403,1,1,343,382,53,1,21,3,252,1,5840569.917845359,202,0
775,430,17081.374620686256,1552,1,29,68,96,41,1,32,0,158,1,51117457.848844744,356,3
776,393,54266.90098885727,977,1,5,136,213,83,2,46,1,40,1,16794424.314260725,339,4
777,476,31403.53679105099,2232,0,40,54,530,14,0,38,1,269,1,27040303.88749014,319,1
778,469,33461.09822508478,927,1,21,103,258,55,1,78,2,110,1,13784203.305550413,47,4
779,248,153322.63334351438,1104,1,37,395,229,27,0,69,2,90,1,23907944.71715894,290,1
780,370,21194.47829205704,537,1,18,641,527,84,2,28,1,188,1,37329532.814590074,307,2
781,56,118148.22688535086,1267,1,18,411,390,23,2,55,1,139,1,24681447.63340499,9,1
782,299,41447.02116090778,4,1,42,659,145,68,2,77,2,159,1,16878912.90288673,59,4
783,33,11048.014890663717,1817,1,27,645,100,29,2,56,2,165,1,22391298.94198403,294,1
784,356,10934.93987564322,1308,0,5,626,139,60,2,68,2,14,1,24570709.033535384,89,1
785,92,24507.98007149712,1313,1,32,51,438,22,0,49,0,105,1,20957784.664750453,326,4
786,222,44827.15643134209,1500,1,16,511,6,20,2,31,1,28,1,31548985.656200696,217,2
787,468,24273.75325466894,456,1,30,400,110,68,0,45,0,87,1,37996911.239294425,174,2
788,442,37259.207211755594,759,1,33,432,186,40,0,21,3,74,1,537951.324579484,188,0
789,131,2557.2927806420494,253,0,37,303,82,91,2,41,1,128,1,9143030.711995868,173,0
790,474,12635.103494344346,208,1,8,73,468,0,1,75,2,164,1,16656388.804619342,271,4
791,260,21057.172916675,359,0,25,293,502,95,1,49,1,150,1,35876437.65747759,19,2
792,173,487.61616642749215,1395,1,1,353,580,38,1,55,2,196,1,29251353.579004236,310,1
793,273,86095.49852043197,1665,0,7,475,523,50,2,26,1,172,1,38316603.03058464,136,2
794,213,12552.316429775765,1787,1,7,88,239,64,0,52,2,238,1,24003290.031262353,215,1
795,425,13208.55535623404,51,1,29,506,93,27,0,51,0,37,1,48628437.211089335,181,3
796,61,105851.3190018712,821,1,17,663,74,9,2,53,2,83,1,17787310.633189622,15,4
797,88,10391.775964205443,1896,1,19,259,456,54,1,65,2,164,1,5896365.731995346,263,0
798,131,22470.610604431284,1961,1,11,538,320,58,1,19,3,95,1,5616727.502912861,116,0
799,351,11241.857773556008,1918,0,30,416,265,99,1,23,3,34,1,4392088.869060776,291,0
800,398,16348.406219749784,560,1,18,108,358,42,2,68,0,115,1,39859964.1052379,111,2
801,384,3633.5246200336155,1873,0,11,305,313,22,2,30,0,146,1,2080110.4046263075,277,0
802,159,14099.021099520496,1082,1,29,43,201,90,1,29,0,157,1,53867931.700507976,275,3
803,419,31976.98865294068,458,1,27,656,89,67,1,20,3,280,1,5998690.369619954,64,0
804,357,130154.3704444921,1875,0,11,245,23,43,2,18,3,105,1,4063750.471408184,337,0
805,379,66541.59770867218,1714,0,36,239,22,13,2,42,1,31,1,11018685.134297056,157,4
806,43,14918.814958419141,1200,1,39,671,555,71,2,69,2,44,1,24110034.907117054,237,1
807,474,71876.31538160375,802,1,11,133,462,64,1,51,0,279,1,39329419.19556851,76,2
808,363,160543.2807312522,325,0,20,305,560,35,0,22,3,252,1,5449223.738404216,50,0
809,107,6143.386114149417,369,1,11,634,350,55,0,27,1,69,1,30232530.14402535,245,1
810,259,132292.69974639767,1670,1,24,446,116,66,2,37,1,100,1,15075223.06089296,333,4
811,74,74232.71792676316,167,0,32,68,420,79,2,21,3,92,1,6055610.630337243,195,0
812,447,47439.99695699442,249,1,4,356,480,55,2,72,2,142,1,18420994.43489443,4,4
813,219,95517.07030767598,1644,1,33,159,103,79,0,18,3,138,1,4054405.932693698,142,0
814,176,43332.95087571402,1352,0,13,198,292,86,1,73,2,100,1,7807382.060137246,184,0
815,380,51573.29259533315,831,1,31,466,103,29,0,48,1,46,1,9648992.893262833,266,0
816,168,116898.34413003497,1899,1,38,506,570,32,0,37,0,63,1,58080806.47397862,14,3
817,331,34622.136325741725,1614,1,6,427,480,52,0,27,3,265,1,7641584.352489339,69,0
818,396,66999.95535884459,1116,0,26,622,245,98,1,64,2,113,1,9796528.037696952,251,0
819,134,26963.323254799467,1900,0,31,419,557,3,0,35,1,47,1,28922549.893116895,137,1
820,275,136082.7319462813,1324,0,7,32,207,67,1,46,1,118,1,20890821.93296656,318,4
821,346,15193.425709183215,336,1,22,101,250,93,2,18,3,66,1,6558819.856215294,305,0
822,488,40057.813833513035,754,1,40,41,257,10,2,28,1,135,1,12082915.649220377,219,4
823,59,4513.894379836103,1945,1,8,464,168,57,1,70,2,180,1,13447063.205457205,203,4
824,127,44336.49163402098,919,1,15,625,132,74,0,62,0,105,1,38555179.57295077,270,2
825,226,141146.8772618424,1995,1,27,360,182,91,2,44,1,153,1,26464509.696991675,48,1
826,348,30127.404478676744,133,1,40,509,408,64,1,20,3,35,1,5777213.169880749,16,0
827,473,4738.025213180311,178,1,35,27,332,56,1,19,3,56,1,21656065.98304586,150,1
828,324,416.94428203967914,262,1,7,81,68,49,0,25,3,139,1,5267606.230774938,358,0
829,158,153116.67528044133,137,1,1,641,110,70,1,65,0,203,1,40924233.39418078,282,2
830,48,8079.795746375531,698,0,41,276,70,0,2,25,3,145,1,6284958.956047574,348,0
831,249,6797.605843910898,440,1,5,515,160,91,2,31,0,10,1,33568608.01313628,190,2
832,315,4410.915348299576,652,1,5,62,287,78,1,22,3,59,1,3686246.616950742,174,0
833,440,133936.32585758856,189,1,1,398,125,99,1,23,3,219,1,7745886.465111621,71,0
834,287,58551.636379455595,1912,1,20,404,578,24,0,55,1,110,1,34267819.90790118,201,2
835,109,7320.577788380718,1635,1,4,566,52,46,1,30,0,105,1,55570111.159287944,54,3
836,155,43601.50403638771,1904,0,20,102,469,60,0,46,0,26,1,20820640.957559,76,4
837,423,5368.014582580261,1782,1,21,216,304,23,1,57,1,66,1,33413007.872633222,317,2
838,179,124960.99654033616,165,1,22,114,10,35,0,41,1,40,1,22907303.594317604,234,1
839,164,90378.2147143335,2119,1,15,100,157,18,0,63,2,77,1,30495456.77067654,79,1
840,4,76552.77493138026,330,1,33,347,230,28,1,33,1,204,1,8747535.71246157,30,0
841,453,2472.486519376669,264,1,31,612,204,35,2,30,1,43,1,27081171.70410868,256,1
842,426,55864.08557602186,1216,1,13,26,388,31,0,36,0,67,1,37607193.56867489,349,2
843,312,36540.373187696685,1147,1,30,37,272,38,2,78,2,81,1,22918703.156068888,180,1
844,371,6773.375483549361,1028,1,18,596,225,79,1,44,0,45,1,30433495.88741616,185,1
845,128,55553.129284715484,1108,1,32,620,58,52,1,79,2,109,1,17622327.179952525,324,4
846,231,76054.03334727196,2074,1,13,299,449,14,1,19,3,32,1,5073774.906983569,128,0
847,238,78786.0064780352,1394,1,14,527,525,4,0,23,3,155,1,7061641.341897722,129,0
848,16,99757.38337094484,385,1,16,493,540,80,0,25,3,38,1,2244977.535804725,180,0
849,290,30299.03619790429,2027,1,23,423,157,20,0,57,0,25,1,30258004.674877707,141,1
850,389,79327.15119277617,1141,1,14,262,61,61,1,50,1,103,1,9335349.84902431,21,0
851,222,37798.332729799775,670,0,14,648,411,25,1,41,1,53,1,1565579.1650360995,201,0
852,349,65358.3484443505,444,1,17,623,327,65,0,27,3,57,1,4807009.652395728,301,0
853,214,4336.205070518172,2059,1,24,623,552,64,1,18,3,22,1,3092887.7955906102,195,0
854,471,40429.34602572326,875,1,15,346,136,4,0,61,2,269,1,18069507.947563216,58,4
855,156,21289.380536806384,1756,0,21,595,29,80,2,63,2,108,1,19428149.593022212,202,4
856,122,11522.526114410468,136,1,39,206,300,6,2,39,1,68,1,20735493.21060044,36,4
857,242,2417.9682085632217,423,1,16,246,407,95,0,31,0,178,1,41512512.81897827,261,2
